no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_income_ratio,monthly_loan_payment,dti_ratio,total_assets_value,asset_to_loan_ratio,loan_status
3.984753580545922,0,0,4497967.14407279,15800000.0,13.989835720363947,438.95934288145577,8904065.71185442,6902032.85592721,15200000.0,4406606.7817634335,3.512851203963472,94127.27957254446,0.25115115168599894,35412705.34954506,2.2413103233059966,1
2.2171428286009993,0,0,4208714.287854925,13978285.7171399,10.1742857570985,516.1757144926428,1430571.4442694504,1191285.712145075,14617285.702155424,4952285.727129551,3.3234734603720812,126020.83267429391,0.3638043998700017,22191428.5856995,1.5869659200773807,1
4.853649254980481,0,0,6841459.701992192,18692688.80517903,17.51216418326827,312.1222760756832,3612202.237848298,4775608.209163413,25099987.31513999,4234148.507171221,2.7395979270895676,92327.63002571337,0.16438391577431483,37721946.269322924,2.0192617952857255,1
1.4021924417977139,0,0,5846739.748059924,20211944.78686145,7.869589922396951,427.08712945677865,8647835.96895878,1511944.786861448,17075014.205378246,5179342.267460686,3.458592952254114,230865.72410915696,0.47503077003662353,32414137.22865916,1.6085535752696847,1
5.0,0,1,9592424.39451841,37897729.32599854,10.2272681644477,356.84095243774686,2175756.0548159005,13558334.169851255,38154546.36711046,9532573.095927825,3.9506431446519503,311635.9911515483,0.38973020258741586,63421209.68770544,1.6740492340170707,1
2.781062279891092,0,0,9143787.544021782,29787575.088043563,19.124249119564368,497.6803666358615,6913902.9379074285,4883141.010190588,33026327.849863864,12548221.621874755,3.25791107500492,133389.34128812831,0.1746106601016919,57371593.41983664,1.9264151718170037,1
0.0,0,1,4252760.034515967,16378895.986193614,19.57791972387227,515.574544674911,9837664.220902184,1920615.8826457146,11188959.861936135,3036687.9585808404,3.8564377220135633,70026.05110738725,0.19736827494980874,25983927.924064875,1.5863716011111968,1
0.02557399456485543,1,0,5205114.798912971,15608524.664854951,19.914753351450482,434.0852466485495,14093180.268116038,5800852.466485495,18073573.53894965,5525573.9945648555,2.998823607946465,65625.14208936313,0.15116111814403654,43493180.26811604,2.78661856281078,1
1.2460681049569402,0,0,6243061.918367464,20927752.326530144,9.63089784256459,463.0013932944497,15415448.921282295,10659944.268222012,23481544.89212823,5349213.620991388,3.35702278863216,188469.9558066429,0.3601754105717363,54906151.702623926,2.626721957921332,1
2.3512811925876163,0,0,2994615.6422237153,7288290.626913746,13.531625076549846,507.2786244641511,3141453.134568731,35128.11925876164,7235128.119258761,1511709.3730862539,2.4623168611742363,45390.00340355868,0.18682886033033344,11923418.746172508,1.6360404601905663,1
1.9678419591127667,0,0,4264471.118399255,13080550.138842871,10.7105776320149,388.25571396084996,4358039.510221808,5100000.0,11083920.979556384,3361255.3143105316,3.078162201071684,325443.7779780774,0.8456736421707043,23903215.804088723,1.8365513216897147,1
2.81302743888916,0,1,6378467.835277954,18022376.066944703,18.69119207222412,416.124867386095,10456091.768333253,2856091.768333252,21243908.231666747,6503678.810833618,2.831281500871641,89908.21223917711,0.17575250960215616,41059770.57916687,2.2798014325805105,1
0.4286810580804259,0,0,3942944.8464643406,9500230.221968895,11.14417269696511,441.1203830935127,2942714.624495446,3300000.0,11900153.481312595,5285736.211616085,2.4072912475626596,89476.46306937763,0.28538482268507315,23428604.317424126,2.4933776164354065,1
3.324224020213129,0,0,2301366.3969680304,6471676.788882779,13.351551959573742,324.93168015159847,5500000.0,3035155.1959573743,4966211.201010657,2402732.793936061,2.8089722151893994,40718.600049129134,0.21380784051604731,15904099.190904092,2.4675963170084088,1
1.4562210920026009,0,0,6136866.32760078,20424424.14359558,14.737326552015604,493.7972478676853,16987557.8159948,7743778.9079974,18268663.2760078,6336866.32760078,3.333464501038211,121242.96559429634,0.23856339534465498,49336866.32760078,2.4200770418963775,1
3.0,0,1,3581304.271815591,12959347.864092205,6.542028478770606,401.0275268572562,6140652.135907795,3283188.608491758,13408405.695754122,4150942.168338083,3.6307141015078113,170430.16244518798,0.5771364158256062,26983188.608491756,2.081933152541426,1
4.4678198379074034,0,0,8900000.0,35473390.99189537,15.467819837907403,459.77715384048133,18557059.41333612,10342075.708233327,25519308.097255558,5166090.081046298,3.9857738209125335,191765.86741987095,0.25856072011667997,59584533.2998713,1.679756632856011,1
3.5212603121804147,0,1,8269134.280962373,26955276.811669078,9.12756187308249,536.0315078045104,12661731.438075254,8559528.874105161,20278739.687819585,8835117.78147371,3.2608502017333816,272298.7001378504,0.4026749002966402,50335117.78147371,1.8723493329687866,1
2.8681608040515467,0,0,4526367.839189691,12658207.035138143,11.208964824309282,473.87805025009277,3730850.2513443315,7639551.758784536,14529597.989871133,3413183.9195948453,2.7958544021084752,100447.250136333,0.2650126875432335,29313183.919594847,2.3178937310934526,1
3.490571064510669,0,0,8773585.6596766,26881128.808068067,14.566002548425317,474.6039847094481,9590571.06451067,9741513.958059601,30998114.212902132,11043386.424204195,3.065443975858953,227390.1032732136,0.30755637301533956,61373585.659676604,2.28426395935697,1
4.685318680594948,1,0,515734.0659702526,1531468.1319405052,7.258725277620208,446.8459780538223,-84265.9340297474,747202.1979107577,1868531.8680594948,684265.9340297474,2.9737707577739942,19147.54055080627,0.45317242270758157,3215734.0659702527,2.103097867672372,1
1.839599894669928,0,0,6728320.084264058,17144360.094797064,2.6416004213202884,457.48120031599024,501000.2633251802,1719799.947334964,23717040.273858186,6427319.820938878,2.5506002585816048,634593.8404663141,1.1459687028805812,32365160.30545721,1.8873237090578612,1
3.0,0,0,9066801.775749048,33500810.654494286,16.668017757490475,478.37859487593096,24150709.3226825,5997973.363764286,27035427.52411024,7667815.093866904,3.694639171153734,167853.46721613826,0.22226724982804458,64851925.30442393,1.9357075573969518,1
1.1934501565050875,1,0,1252261.9937397966,3447738.0062602037,10.477380062602036,428.4351853361484,1223869.0031301018,319345.01565050875,3404523.987479593,1400000.0,2.77228351306137,27537.699895663274,0.26420911923134005,6347738.006260203,1.8416301665171904,1
2.8601807010194773,0,1,4093009.0350509738,10565045.17525487,14.139819298980523,473.32216841223374,5511855.439184418,4272036.140203895,13927963.859796105,4458054.2103058435,2.581145067364158,62361.81096888937,0.18279146177626598,28169909.64949026,2.667039471531149,1
0.52917046914292,0,0,3248167.731360018,10258751.140742876,14.635004562971504,368.5916134319991,6230665.449874266,2525916.1343199913,11631750.228148576,4448167.731360017,3.1860659852482587,58871.71722749645,0.22173013950508946,24836499.54370285,2.426132760125618,1
0.6020185239208247,0,0,5621412.9667445775,13881614.81913666,6.214129667445773,473.69503675611713,12481614.81913666,7508687.959451464,21333128.71207728,5327073.140314804,2.48535687236406,413786.17732942704,0.9433796791424119,46650504.63098021,3.36876429822326,1
5.0,0,1,9618922.1539785,37697245.53634399,11.135329238710035,394.0059848602261,2364910.155699008,13864910.15569901,36894371.37548346,8605269.532902975,3.9193994560841,292619.7626523222,0.36531241916268486,61729461.21978445,1.6364978483771357,1
4.408185663851751,0,0,6159181.433614825,14364491.139831105,16.4734514689186,395.26548531081403,8915929.11864884,3072234.5946281943,23989380.58756744,5860398.30790523,2.33410750199304,73076.6034075182,0.14272091602526055,41837942.6087497,2.913299838385945,1
2.0386847118150926,0,0,2719342.3559075464,9519342.355907546,10.30947769452074,437.79110175787906,2723210.8270890554,1445841.4034588705,8165764.010085657,1811605.4135445277,3.503294077515333,77895.08586163353,0.34495666016258764,14146421.65417811,1.4859817228018128,1
2.5345299912300163,0,0,9087982.990353018,32824307.96842806,17.207179947380098,517.4143598947602,24128521.486406524,3437846.0157859703,23182871.97895204,5393094.001753997,3.61308714163183,162451.91999522256,0.2169140995721897,56142333.48289853,1.7139239994492572,1
1.7581429604562633,0,0,2500000.0,7272557.111863121,15.032571841825053,451.94421516387825,4393485.63163499,879071.4802281316,6942792.924296571,2245114.223726242,2.909021681136576,42790.622740019244,0.20539498915209234,14460464.259885933,1.9891471667308502,1
4.994854829245285,1,1,2700000.0,6800000.0,6.020580683018859,460.96912897547173,4501029.034150943,2003087.1024528288,8195883.863396228,1705145.1707547149,2.5185175857342275,94250.0713270441,0.4188892058979738,16405145.170754714,2.4125209938579,1
1.7202123303675996,0,0,4245984.07522243,14027978.76696324,10.9196815044486,519.7784606048349,1703883.2182978203,1154015.92477757,14406090.24040623,5175904.45133458,3.3053441762165385,114546.5694338352,0.32683556362788035,22439893.8348162,1.599236761222016,1
0.45725032304984703,0,0,577137.4838475076,1777137.4838475077,11.542749676950153,468.2470947948393,300000.0,222862.51615249235,2108549.9353900305,468587.54845747707,3.091444653094216,12881.041935874873,0.27057626453724315,3100000.0,1.7453826115136735,1
2.2738960721918966,0,0,7009129.869073063,19063909.083511442,6.182597381461264,521.0827274946568,5482597.381461265,8962194.84429666,25754350.654634684,9527389.60721919,2.7197963136211314,258531.43099532055,0.44274437863599375,49726532.4876118,2.60899012224423,1
1.004480445920438,0,0,9400112.011148011,20997983.799335804,11.988798885198905,443.08960891840877,14099327.933111934,2698655.8662238684,23197535.75474376,5601232.122628121,2.2338037430989823,146566.07292657162,0.1870935835006524,45596751.676707685,2.17148730720265,1
2.556181735039757,1,0,6488763.652992048,14266854.520511927,6.449453880318056,512.7136301279818,10688763.65299205,10621345.57094434,20978090.867519878,5499436.438464219,2.199565767061747,327485.0388689136,0.5992194915914776,47787636.52992049,3.3506522917301442,1
0.0,0,0,8173009.258864519,20375216.054382753,5.893827139441045,396.62391972808626,13956635.803784935,6283626.544920415,31451327.160756987,10853981.482270962,2.4966803645895586,691231.2824969242,1.023003116575454,62545570.9917333,3.0857664083147482,1
3.482623338604184,0,0,7022393.500790628,19865638.995256234,16.0,382.66031313304103,17693049.335441675,3143245.4944656068,22781081.831488535,3896524.6677208366,2.8320543382572896,103466.86976695956,0.17700342138434796,47513901.32911665,2.3940333578691866,1
2.0,0,1,8528325.869798398,23136481.124990497,7.931328645872931,469.50646187447734,23357295.79948649,10754506.291669834,27084120.281247623,6235193.005211106,2.7357800975183357,285798.203739012,0.4128824196441456,67431115.37761505,2.9217774068303,1
2.9159017755320153,1,0,6765442.840851225,18093425.916276366,17.327214204256123,481.72165922767425,7826147.336701977,11057033.018404426,15559786.62648917,8481344.61638324,2.69655994439327,90057.65381332868,0.16405447755012936,42924311.597978815,2.375484859843667,1
3.0,1,1,6093790.218852963,16338853.138797365,8.041398540980243,444.3264335765033,12385985.98579078,6454937.080055598,14706209.781147037,8695860.145901976,2.697591693026758,200627.7408493784,0.38522900153939316,42242992.99289539,2.5858800256058165,1
0.4401556876911705,1,0,4540155.687691171,12296529.33814998,11.598443123088295,421.8880957599409,5988031.137538234,7600000.0,12127797.606001478,5432046.706307352,2.700242769662527,118299.72541757474,0.2964247442062715,31147875.449847065,2.5844832240637468,1
2.7683122864394845,0,0,4688415.614321974,10135947.184662748,13.304936859318454,446.78025256272616,8454856.484916566,265246.8429659227,15560987.371863691,3811584.385678026,2.1633889345045096,66900.95190770656,0.17166155215399018,28092675.085424207,2.788861160291632,1
3.8699139140396035,1,1,3550678.1447947193,9626017.21719208,14.493218552052806,527.8427881222508,2836313.246609241,5072626.493218482,13389703.97058284,3915721.1877749176,2.7145568156801962,56675.35637403511,0.19031200696545936,25214364.89818548,2.620104015328982,1
3.0,0,0,500907.2404652725,1000907.2404652725,19.8911311441673,501.33567897215084,797278.2786041825,800000.0,904536.2023263625,200907.2404652725,1.998483941134235,4232.8196172594535,0.10117185226764366,2702721.7213958176,2.700244731222425,1
3.1813205795001585,0,0,4145603.8261499526,12826377.043100284,20.0,393.49469910901615,1245603.8261499526,5009339.710249921,10573622.956899716,2490660.289750079,3.1013872685765476,53443.23767958452,0.15506940095893404,19319226.78304967,1.51340243803684,1
3.8715512819068088,0,0,7835775.640953404,29758706.41009749,8.0,323.89055129317575,21743102.563813616,5023880.769707532,25691723.07657634,7984396.153716127,3.7985641569609028,309986.52510518214,0.47482058025843177,60443102.56381362,2.031139944235757,1
2.566685896531163,0,0,2714997.1155203255,10433314.103468837,14.29994231040651,487.8820737772088,7774985.577601627,1856668.5896531164,6225014.422398373,2570005.768959349,3.8354716177571224,62309.198042203,0.2779683624711139,18426674.358612467,1.783909939495738,1
2.9447168437853475,0,0,7401842.7718738215,17483415.053135604,19.889433687570694,319.26660940480076,17690786.14063089,14009213.859369108,26946559.61565917,9514742.174990574,2.3620721652963788,73393.81295542409,0.11897762459553271,68161301.79064974,3.8987050255696345,1
1.7032776483224632,1,0,200000.0,743224.0783892513,18.864481567785024,441.7130471409601,356775.92161074874,56775.92161074877,500000.0,43224.07838925123,3.716101811437199,3280.763035545603,0.19684578213273618,956775.9216107487,1.2973537097898793,1
1.639513989035125,0,0,7100000.0,20624133.65301534,18.081458032894623,447.3921023218208,9232279.456304803,7028206.554660072,24795927.098355267,8959878.49725878,2.9048071476349566,105618.93019588469,0.17851086793670654,50016291.606578924,2.4252305766773703,1
3.17645363433559,0,0,3060784.8788554803,7574505.848011638,10.862790308438427,436.94214284287136,3200000.0,156860.48457807864,7592151.2114451965,1774505.8480116376,2.4771216104572704,69984.83394897064,0.2765312742317888,12723517.544034913,1.6771411908111649,1
0.897486617119167,0,0,5969245.98513575,20699960.43864705,7.282010706304666,347.1798929369533,3038452.40891855,1630754.0148642499,17253849.19702715,4230793.576217201,3.5167613487358347,248345.4541517097,0.49413002080260265,26153849.19702715,1.271491006837225,1
4.014795336202077,0,0,6576849.41702526,17823150.58297474,8.95561399139377,443.084415779982,3175369.883405052,10794081.86551917,18672410.816164635,5133507.318316194,2.7141275165018435,206037.45050168113,0.372019866155769,37775369.88340505,2.119789273529388,1
1.0559650906462785,0,1,8790073.71631633,23198733.265554413,4.9567022538095795,349.5955770210202,24850000.0,4750898.152863935,25502533.468891174,7964624.639884363,2.6470421256544765,799529.4097427155,1.1124671387137768,63068056.26163947,2.7238929320141327,1
1.1737534753075667,0,1,8078739.5740773,19669501.39012303,14.957479148154599,475.23829473470875,14608871.177161677,3347506.9506151336,20669868.396915622,5421627.432715297,2.50362127120473,113304.91194694702,0.1797469047898721,44047873.95740773,2.239574677605818,1
0.6874376743770307,0,0,9414572.945729505,30533466.294662334,8.458291782918021,430.20903969039364,24708341.643416397,6468743.767437703,35381206.37206392,12193768.69768689,3.2509860732570175,305835.8263582521,0.3914086727963892,78752060.48060492,2.6035019043441308,1
4.894595776512676,0,1,5021080.844697465,16310406.410035774,13.47297888256338,516.2514494505522,12963108.521779437,9142161.68939493,15289459.577651268,3447565.9128822535,3.2506032852322013,108614.33938461522,0.25780507732814373,40842295.701707885,2.5065126576626136,1
2.500867239203183,1,0,7816464.310852591,18849739.828239046,9.663775869322723,490.8197465858168,15416117.415171318,5267244.826135456,24533448.96522709,10549392.932557773,2.4127256349621504,177479.9246930425,0.27463141179683354,55766204.13909163,2.9588218906937396,1
0.9160628298714579,0,0,4620621.99045501,17861865.97136503,18.0,473.58031414935726,268704.71224035934,5456476.438798203,12114507.853733933,6154196.858506427,3.877906614482901,82693.82394150477,0.21543930377211107,23993885.86327892,1.356907055760948,1
3.2914279953973704,1,0,6954286.002301315,16903999.596778158,8.66284792635793,455.6913876732133,1962285.1958576336,9716571.198158948,24766284.792635795,6491427.99539737,2.434951012459694,267652.5396009742,0.45507580696532246,42936569.182049744,2.538968540686362,1
4.473573888435088,0,0,6631501.721904562,16346938.164896846,10.947147776870176,429.98113492240014,4226216.49959158,12110570.444625964,16736786.944217544,4800209.611973332,2.456438075908011,124122.04089191034,0.22489679806500695,37873783.50040842,2.353081294969188,1
4.768318157764806,1,0,6482623.861832361,21478367.032826524,10.579204605587982,420.6796933562052,1698464.782949957,10679902.249876566,22305792.04605588,6681088.644782318,3.312771456673936,174280.35451981868,0.3221687372453587,41365247.72366472,1.9268397859550581,1
1.298777671031416,0,1,1277591.674672644,2855183.349345288,6.448166506547124,467.8248099054698,2892530.5582242147,314938.8835515708,2929877.7671031416,1355183.3493452875,2.2359386231696052,38462.288457274386,0.3583403003910533,7492530.558224214,2.633351918719417,1
2.0,0,0,5726207.329599324,18703309.738560945,17.704829318397294,507.79600410857824,11460824.29504514,826207.3295993239,12196690.261439053,6257243.977595943,3.271038469352164,88237.7748761306,0.18545656769006902,30740965.863679457,1.643991290741699,1
5.0,1,0,200000.0,302955.4881748059,8.078813017994824,411.84237396401033,-99014.83727506471,99014.83727506471,500000.0,100985.16272493529,1.5147698670246943,3125.0,0.1875,600985.1627249353,1.9917836905024808,1
2.6760522571867544,0,1,6622525.417248211,18005631.35431205,15.943686456879473,354.803482078559,5794368.645687947,3780290.2599078156,17446473.160061456,5064789.548562649,2.8030187209780584,96995.16233486973,0.17578073980847997,32085921.614219867,1.783047548811683,1
3.108083385979357,0,0,866212.5078969036,2433787.4921030966,17.783833228041285,518.9182514214426,155404.16929896787,144595.83070103213,2178383.3228041288,955404.1692989678,2.930708822171117,11468.17277321734,0.16246432181204026,3433787.4921030966,1.4124095352635888,1
1.4097054263923696,0,1,7636117.829443052,19059029.457360763,13.885441860411445,443.01273643286515,16500000.0,9305727.906979429,20000000.0,6847573.643401908,2.520150794269158,119970.8268738919,0.19515498834182005,52653301.55038133,2.7627456758142186,1
1.0,1,1,4537758.343691418,17726550.062148508,17.566375155371272,585.7446368476948,1410472.9606885272,162241.65630858188,10734956.27330569,4000000.0,3.902458528920726,85666.60292783554,0.22806988390788957,16307670.8903028,0.9199723391238677,1
1.7672245208112436,1,1,300000.0,938361.2260405621,16.931101916755026,438.1806130202811,723277.5479188757,153444.9041622487,638361.2260405621,300000.0,3.1278603272674497,4975.428054073514,0.19901712216294057,1815083.6781216864,1.9315104125028055,1
1.1968784337220388,0,0,2519687.843372204,6991876.602403618,19.60624313255592,485.61546132591616,4806562.614457401,3254061.698798191,5791876.602403618,3700000.0,2.773405382795163,30105.49239090372,0.14283892368052872,17552500.91565921,2.5144821915200684,1
1.5354611577776769,1,1,8385579.284148094,31149881.87362958,13.070922315555354,450.25649695037293,13243025.894814882,10603191.736666515,18274822.810444374,7125177.189555626,3.7282627985620955,202973.41162534512,0.2941790626613492,49246217.631481394,1.5808849466609947,1
1.8591676461936228,1,1,4485916.764619363,15897466.82339098,16.512665883045102,421.40832353806377,7018033.764325194,1709016.882162597,9814083.235380638,4439716.529532893,3.5493599520739765,81665.61344098348,0.2173522831500953,22980850.41140132,1.4448775784996377,1
4.818785643357094,0,0,4626850.049650034,17153700.099300068,16.55028514685675,436.87856433570937,2283206.979721315,2735578.6636357782,10681878.56433571,5201328.415385606,3.7127293054695234,91697.58463218619,0.2346065679567887,20901992.62307841,1.2218744174575147,1
2.989965001246471,1,1,2100000.0,5348494.75018697,15.979930002492942,351.5250874968838,327257.87471954396,202006.99975070579,6473745.625155809,1747491.2503116177,2.5469010491837722,29344.115967432543,0.1676806626710431,8750501.749937676,1.6410332831830998,1
5.0,0,1,7599176.416123494,20002882.543567773,10.004117919382534,521.8558728216113,21495985.02860203,1399279.3641080565,20401338.323799323,4301544.21976845,2.632321228833193,166634.8018143018,0.2631335350854748,47598146.93627786,2.379617709215434,1
2.0,0,0,6241061.716723244,18998017.261774164,6.635753133107026,401.4438756211362,6993380.231740217,1736424.6866892974,18941061.716723245,3963575.313310703,3.0484607166890565,248497.316807888,0.47393457008254336,31634441.94846346,1.665797593139897,1
4.531460583231416,0,0,4672022.408261991,11127977.59173801,14.685394167685843,341.2516846658513,11737752.699877698,5468539.416768584,15458764.308628894,5784606.641554557,2.4010248719955545,70282.29954432207,0.17744901263890112,38449663.06682973,3.45637332758271,1
5.0,0,1,1311139.273008434,4000000.0,8.22278546016868,403.8253071925963,3749873.271462047,1333417.819025302,3550126.728537953,1105569.636504217,3.0540709520843814,40893.106041080966,0.3755706757623827,9738987.455529518,2.434746255195816,1
2.897806380306281,1,0,3112412.981663091,11369341.914091885,9.795612760612562,420.52541693041354,1697806.380306281,4087587.018336909,10818245.104245026,1694167.8774180661,3.688333571828153,97107.74340618296,0.37575024093712706,18297806.38030628,1.6092862620915505,1
0.0,0,0,3043737.0676615303,11052156.616584662,14.833678195692528,476.10472706800033,5672895.112769217,1810472.7068000357,9785420.977446157,2000000.0,3.641639302525663,64852.82698830015,0.25410984520634844,19268788.79701541,1.747469190553214,1
0.0,0,0,4089190.361515255,15020273.494166952,12.72975903788138,495.3375301022455,6041892.771136441,2195940.9635601654,10158107.228863558,4014868.6749245794,3.6753602425519225,113761.96869447661,0.3402595470873647,22410809.638484746,1.4945116543583687,1
3.8259207657998964,0,0,2800000.0,9234815.84684002,16.60736612639917,455.404101033408,6008895.081040124,4573696.995539865,8278144.536059927,1334815.8468400207,3.298147338818815,48814.31337048518,0.20920420015922217,20195552.45947994,2.187237516758736,1
3.403251138020015,0,0,9133088.581119014,25961300.455208007,5.790246585939956,516.50812784505,24029470.31477752,179024.65859399555,22798374.430989992,12746827.389842032,2.866741599042018,446126.54431084415,0.5709410461466127,59753696.79420354,2.300761877314875,1
2.519841494017416,1,1,4119973.582336236,9700000.0,3.6005283532752816,412.80554770939045,1004100.3871223035,7943915.463475955,8696031.701196518,4348015.850598259,2.3594753739691567,350259.9825459367,1.004905485584586,21992063.402393036,2.2672227974402306,1
4.318468340050414,1,0,9213588.609991597,28254354.43996639,16.0,536.0954934408066,22570172.798950426,6840975.946011763,31877282.27800168,8945645.560033608,3.066126750958206,147158.0960414916,0.19163294274119144,70234076.58299749,2.487822382136539,1
4.079785267874264,0,0,8907978.526787426,26360107.36606287,7.680858928502943,509.7033969871336,11353059.051334577,11951198.627216306,30333774.53126798,8053989.263393713,2.9620710165171316,442193.9408500263,0.5912504476854554,61692021.47321257,2.3424539904993393,1
0.5253405056375122,0,0,2886866.4873590623,9721198.924154373,16.262670252818758,401.1727509412408,5452534.050563751,4365667.563204689,8573732.974718124,2255531.360949684,3.367016728217867,49932.00645510595,0.20744188437564798,20647465.949436247,2.1246265400847304,1
3.8680543225322928,0,1,2420832.5935193757,5300000.0,10.263891354935414,526.2776495433585,2300000.0,2892361.974227395,6822914.077317815,1818751.1097209365,2.20833322898503,43195.39987419604,0.21469909929697095,13834027.161266146,2.6101933115231764,1
4.0,0,0,3496323.6653440134,8958821.35449579,4.441160158718418,480.3896175263914,3966912.988096119,3922058.0079359207,11292647.330688026,3825734.342591908,2.562906335625094,180610.62500701722,0.6194391676390164,23007352.669311974,2.57049246381241,1
0.06260462749503248,0,0,596869.7686252483,1796869.7686252485,11.937395372504968,505.1464673292145,300000.0,203130.23137475163,2187479.0745009934,409390.69412425486,3.01251586916334,12552.170522912527,0.25281720823727644,3100000.0,1.7253924112374397,1
3.656350334868428,0,1,200000.0,407491.97321052576,8.537459866052629,459.02773827960505,-100000.0,100000.0,500000.0,100000.0,2.0374496788042347,3852.8102352796013,0.23116861411677608,600000.0,1.6928748723672347,1
0.4523774452609084,0,0,5862855.880293927,13253331.369346108,7.08570586862618,339.7618135767836,7800000.0,7409524.510947818,20853808.33138871,8218095.097810436,2.2649554553770495,170837.81784254347,0.3563146744590986,44281427.94014696,3.3506390675746447,1
0.5705596316300054,1,1,4314263.99079075,15514416.055255499,17.144160552554993,442.7101582502425,6128680.04604625,1228680.0460462493,10199695.871070502,4371928.211812747,3.5966942391350702,76778.77483593408,0.21332395998144194,21928984.17497575,1.4131286127786187,1
2.070959055459583,0,0,4121287.716637875,12729040.944540417,16.141918110919164,349.3574086871985,10335479.52772979,6992904.094454042,15842575.43327575,4114191.8110919166,3.09271253828845,65897.94356585453,0.1922754878116109,37285150.866551496,2.9332289931705686,1
1.9596236862476113,1,0,5123990.59215619,13091924.737249522,14.479811843123805,532.5201881568762,7203802.435279996,6172206.972563813,14711877.698030474,3660094.078438097,2.5546502375634406,75482.6538486593,0.17683166122257177,31747981.18431238,2.4264409568916943,1
1.5577012376190897,0,0,5123080.495047636,18769241.48514291,12.461609900952718,374.19218267333275,14213471.361380998,400000.0,13324965.17328555,3125011.6089048167,3.6646710707135517,139452.33898040303,0.33115432853301585,31063448.143571366,1.6579726249616502,1
0.6239039809902609,0,0,3624780.7961980524,13806414.40285146,14.128288057029216,323.4605433156494,10705537.58764367,380756.7914456174,8606414.40285146,2980756.7914456176,3.820365046046625,85166.36794422774,0.2795666034403302,22673465.573386364,1.6433628595476826,1
2.0377717786856175,1,0,200000.0,571702.903824749,14.15108711474247,508.6798920163411,400000.0,100000.0,564148.5480876255,0.0,2.858500226622612,3537.724759664933,0.21226348557989597,1064148.5480876255,2.2533328126193855,1
3.897690690456468,0,1,7737788.663692942,21901483.55896259,8.897690690456468,522.0,21913365.991078824,1592904.1291701181,19931518.543444,4272442.267261412,2.821563992481854,223695.863584023,0.343169029101316,47710230.93095435,2.215862351298796,1
4.237511036092893,1,1,1823751.1036092893,4747502.207218579,8.066607807504571,459.7914091578325,3200000.0,2201665.1951876143,5927081.493984518,900000.0,2.6065359903465186,80691.28184593949,0.5150217513704082,12228746.689172132,2.589028035121342,1
2.398922569353862,1,0,6320933.773226653,20940610.544032812,18.797845138707725,421.3773739564311,8379964.085645129,2900359.1435487126,22539892.256935388,7420754.201452296,3.37200900010264,95231.1312569277,0.17999845954554014,41240969.687581524,1.9698094892206552,1
3.736245626981062,0,0,6941747.376188638,19800000.0,18.263754373018937,503.22893113857776,7192314.0305566285,3149433.345632009,20741747.376188636,7284628.061113257,2.863532693376393,90457.79245699654,0.15662644553661026,38368122.81349053,1.9377838826114469,1
2.0,0,0,200000.0,585522.7879393257,6.0,729.0634499906295,-42984.80804044954,0.0,328507.59597977524,171492.40402022476,2.92759930170012,8132.2609436017465,0.4879356566161047,457015.1919595505,0.7857447908755576,1
2.2510011453735306,0,0,6356275.028634339,20781775.601321105,8.25100114537353,401.9272382599213,16237650.17180603,9161949.370044557,14312950.515418088,5787449.942731324,3.2684071180578336,220793.09883139643,0.41752959271117884,45500000.0,2.1950041497842006,1
0.0,0,0,3605693.5079794973,12722774.03191799,14.943064920205025,429.32405124963617,10175620.785907738,6422774.03191799,8587007.801866733,4805693.507979497,3.5281595585781336,71415.43377684748,0.23721593315585757,29991096.12767196,2.355650390521069,1
2.6296984173698745,1,0,4674060.3165260255,16954323.280578997,15.25939683473975,400.20494675515897,1548120.6330520501,1825939.683473975,14685150.791315062,5562969.841736987,3.6427263530135034,96361.13922061968,0.2452590942786225,23622180.949578077,1.3934510328221918,1
4.0,1,0,4068150.852344147,13324829.68789281,17.044525570324414,487.2928224492525,4970717.75507475,5961131.392581103,13772603.409376588,2286642.3289026762,3.274656181444121,66259.96882048264,0.1959898265609528,26991094.885935117,2.028639903069989,1
1.5925975014474516,0,0,4577779.250434236,14046292.123769667,8.037012492762742,464.8523476461926,1646292.123769666,7350006.62695406,16598149.375361864,3418519.5002894904,3.086247230829362,167856.494437299,0.43467446796949444,29012967.62637508,2.0725975767508125,1
2.9088355095938083,1,0,2409116.449040619,8108835.509593808,10.546986942437151,511.3084700722626,6681486.162471951,2027630.2865686684,5627068.4076750465,2072931.5923249533,3.367740324632769,65522.42821247575,0.3269284073843323,16409116.44904062,2.026589392351497,1
1.3073160763222254,0,1,3630731.6076322226,13915121.253425557,11.536580381611127,546.7707356947111,9823170.980919443,2184878.7465744424,8961463.215264445,4023170.9809194435,3.8313888194890877,106291.69221090965,0.35260956148063977,24992683.923677776,1.8000540203695328,1
1.0926127307894347,0,0,1190738.7269210566,3400000.0,10.0,443.24035811500073,708324.2711447545,527783.8192368303,3718522.5461578867,1400000.0,2.8751642154345562,28333.333333333332,0.2875166663264621,6354630.636539471,1.8690084610385327,1
2.9392912125434876,0,0,7236425.272473907,17898397.530661963,12.121417574913025,351.9392912125435,17825885.98432064,8280184.894425011,19628751.92439022,6677318.954355431,2.500478058884431,127560.31243943737,0.2168278405779428,52412141.757491305,2.9353983481759984,1
